A,B,C,D
2.2766e+05,1.4441e+12,41.805,-72.25
2.2766e+05,1.4441e+12,41.805,-72.25
2.2766e+05,1.4441e+12,41.805,-72.25
2.2766e+05,1.4441e+12,41.805,-72.25
2.2766e+05,1.4441e+12,41.805,-72.25
2.2766e+05,1.4441e+12,41.805,-72.25
2.2766e+05,1.4441e+12,41.805,-72.25
2.2766e+05,1.4441e+12,41.805,-72.25
2.2766e+05,1.4441e+12,41.805,-72.25
2.2766e+05,1.4441e+12,41.805,-72.25
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.804,-72.253
2.2766e+05,1.4441e+12,41.804,-72.253
2.2766e+05,1.4441e+12,41.804,-72.253
2.2766e+05,1.4441e+12,41.804,-72.253
2.2766e+05,1.4441e+12,41.804,-72.253
2.2766e+05,1.4441e+12,41.804,-72.253
2.2766e+05,1.4441e+12,41.804,-72.253
2.2766e+05,1.4441e+12,41.804,-72.253
2.2766e+05,1.4441e+12,41.804,-72.253
2.2766e+05,1.4441e+12,41.804,-72.253
2.2766e+05,1.4441e+12,41.804,-72.253
2.2766e+05,1.4441e+12,41.804,-72.252
2.2766e+05,1.4441e+12,41.804,-72.252
2.2766e+05,1.4441e+12,41.804,-72.252
2.2766e+05,1.4441e+12,41.804,-72.252
2.2766e+05,1.4441e+12,41.804,-72.252
2.2766e+05,1.4441e+12,41.804,-72.252
2.2766e+05,1.4441e+12,41.804,-72.252
2.2766e+05,1.4441e+12,41.804,-72.252
2.2766e+05,1.4441e+12,41.804,-72.252
2.2766e+05,1.4441e+12,41.804,-72.252
2.2766e+05,1.4441e+12,41.806,-72.252
2.2766e+05,1.4441e+12,41.806,-72.252
2.2766e+05,1.4441e+12,41.806,-72.252
2.2766e+05,1.4441e+12,41.806,-72.252
2.2766e+05,1.4441e+12,41.806,-72.252
2.2766e+05,1.4441e+12,41.806,-72.252
2.2766e+05,1.4441e+12,41.806,-72.252
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.806,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.806,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.807,-72.253
2.2766e+05,1.4441e+12,41.806,-72.252
2.2766e+05,1.4441e+12,41.806,-72.252
2.2766e+05,1.4441e+12,41.806,-72.252
2.2766e+05,1.4441e+12,41.806,-72.252
2.2766e+05,1.4441e+12,41.806,-72.252
2.2766e+05,1.4441e+12,41.806,-72.252
2.2766e+05,1.4441e+12,41.806,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.251
2.2766e+05,1.4441e+12,41.805,-72.251
2.2766e+05,1.4441e+12,41.805,-72.251
2.2766e+05,1.4441e+12,41.805,-72.251
2.2766e+05,1.4441e+12,41.805,-72.251
2.2766e+05,1.4441e+12,41.805,-72.251
2.2766e+05,1.4441e+12,41.805,-72.251
2.2766e+05,1.4441e+12,41.805,-72.248
2.2766e+05,1.4441e+12,41.805,-72.248
2.2766e+05,1.4441e+12,41.805,-72.248
2.2766e+05,1.4441e+12,41.805,-72.248
2.2766e+05,1.4441e+12,41.805,-72.248
2.2766e+05,1.4441e+12,41.805,-72.248
2.2766e+05,1.4441e+12,41.805,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.245
2.2766e+05,1.4441e+12,41.804,-72.245
2.2766e+05,1.4441e+12,41.804,-72.245
2.2766e+05,1.4441e+12,41.804,-72.245
2.2766e+05,1.4441e+12,41.804,-72.245
2.2766e+05,1.4441e+12,41.804,-72.245
2.2766e+05,1.4441e+12,41.804,-72.245
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.248
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.249
2.2766e+05,1.4441e+12,41.804,-72.25
2.2766e+05,1.4441e+12,41.804,-72.25
2.2766e+05,1.4441e+12,41.804,-72.25
2.2766e+05,1.4441e+12,41.804,-72.25
2.2766e+05,1.4441e+12,41.804,-72.25
2.2766e+05,1.4441e+12,41.804,-72.25
2.2766e+05,1.4441e+12,41.804,-72.25
2.2766e+05,1.4441e+12,41.804,-72.251
2.2766e+05,1.4441e+12,41.804,-72.251
2.2766e+05,1.4441e+12,41.804,-72.251
2.2766e+05,1.4441e+12,41.804,-72.251
2.2766e+05,1.4441e+12,41.804,-72.251
2.2766e+05,1.4441e+12,41.804,-72.251
2.2766e+05,1.4441e+12,41.804,-72.251
2.2766e+05,1.4441e+12,41.804,-72.252
2.2766e+05,1.4441e+12,41.804,-72.252
2.2766e+05,1.4441e+12,41.804,-72.252
2.2766e+05,1.4441e+12,41.804,-72.252
2.2766e+05,1.4441e+12,41.804,-72.252
2.2766e+05,1.4441e+12,41.804,-72.252
2.2766e+05,1.4441e+12,41.804,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
2.2766e+05,1.4441e+12,41.805,-72.252
