A,B,C,D
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.81,-72.26
2.9666e+05,1.4874e+12,41.809,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.808,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.808,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.808,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.808,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.808,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.808,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.808,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.808,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.808,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.808,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.811,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4874e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.811,-72.26
2.9666e+05,1.4875e+12,41.811,-72.26
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.809,-72.259
2.9666e+05,1.4875e+12,41.809,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.811,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.811,-72.26
2.9666e+05,1.4875e+12,41.812,-72.26
2.9666e+05,1.4875e+12,41.809,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.809,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4875e+12,41.809,-72.259
2.9666e+05,1.4875e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.809,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.811,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
2.9666e+05,1.4876e+12,41.81,-72.259
